z,n,symbol,radius,unc_r,half_life,unc_hl,unit_hl,half_life_sec,unc_hls,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,binding,unc_ba,atomic_mass,unc_am,massexcess,unc_me,me_systematics,discovery,ENSDFpublicationcut-off,ENSDFauthors,Extraction_date
55,73,Cs,4.7921,0.0052,3.64,14,m,218.4,0.84,EC+B+,100,,,,,,,,8406.4953,0.042,127907748.5,5.771,-85931.773,5.376,N,1951,28-Feb-15,ZOLTAN ELEKES AND JANOS TIMAR,10/18/2023
55,74,Cs,4.7981,0.005,32.06,6,h,115416,216,EC+B+,100,,,,,,,,8416.0465,0.0353,128906065.9,4.888,-87499.05,4.553,N,1950,31-May-14,JANOS TIMAR AND ZOLTAN ELEKES and  BALRAJ SINGH,10/18/2023
55,75,Cs,4.7992,0.0049,29.21,4,m,1752.6,2.4,EC+B+,98.4,,B-,1.6,,,,,8408.7848,0.0643,129906709.3,8.971,-86899.754,8.357,N,1952,11-May-01,BALRAJ SINGH,10/18/2023
55,76,Cs,4.8026,0.0047,9.689,16,d,837129.6,1382.4,EC,100,,,,,,,,8415.0317,0.0014,130905468.5,0.19,-88055.574,0.177,N,1947,17-Jul-06,YU. KHAZOV and  I. MITROPOLSKY and  A. RODIONOV,10/18/2023
55,77,Cs,4.8002,0.0046,6.48,6,d,559872,518.4,EC+B+,98.13,0.09,B-,1.87,0.09,,,,8405.5878,0.0079,131906437.7,1.112,-87152.693,1.036,N,1953,10-Feb-05,YU. KHAZOV and  A.A. RODIONOV AND S. SAKHAROV and  BALRAJ SINGH,10/18/2023
55,78,Cs,4.8041,0.0046,STABLE,,,,,,,,,,,,,,8409.9786,0.0003,132905452,0.008,-88070.943,0.008,N,1921,31-Oct-10,YU. KHAZOV AND A. RODIONOV and  F.G. KONDEV,10/18/2023
55,79,Cs,4.8031,0.0046,2.0652,4,Y,65171363.52,12622.77039,B-,99.9997,0.0001,EC,0.0003,0.0001,,,,8398.647,0.0003,133906718.5,0.017,-86891.165,0.016,N,1940,31-Jul-04,A.A. Sonzogni,10/18/2023
55,80,Cs,4.8067,0.0047,2.30E+06,3,Y,7.25809E+13,9.46708E+12,B-,100,,,,,,,,8401.3393,0.0027,134905976.9,0.39,-87581.956,0.364,N,1949,22-Jan-08,BALRAJ SINGH and  ALEXANDER A. RODIONOV and YURI L. KHAZOV,10/18/2023
55,81,Cs,4.8059,0.0052,13.01,5,d,1124064,4320,B-,100,,,,,,,,8389.7723,0.0138,135907311.4,2.01,-86338.855,1.873,N,1951,1-Apr-18,E.A. MCCUTCHAN,10/18/2023
55,82,Cs,4.8128,0.005,30.08,9,Y,949232333.3,2840123.338,B-,100,,,,,,,,8388.9581,0.0022,136907089.3,0.324,-86545.772,0.302,N,1951,1-Oct-06,E. BROWNE and  J. K. TULI,10/18/2023
55,83,Cs,4.8255,0.005,32.5,2,m,1950,12,B-,100,,,,,,,,8360.1437,0.0664,137911017.1,9.831,-82887.028,9.158,N,1943,30-Sep-17,JUN CHEN,10/18/2023
55,84,Cs,4.8422,0.0069,9.27,5,m,556.2,3,B-,100,,,,,,,,8342.3397,0.0225,138913363.8,3.364,-80701.088,3.134,N,1939,15-Oct-16,P.K. JOSHI and  B. SINGH and  S. SINGH and  A.K. JAIN,10/18/2023
55,85,Cs,4.8554,0.0088,63.7,3,s,63.7,0.3,B-,100,,,,,,,,8314.3227,0.0586,139917283.7,8.801,-77049.738,8.199,N,1950,20-Nov-18,N. NICA,10/18/2023
55,86,Cs,4.8689,0.0108,24.84,16,s,24.84,0.16,B-,100,,B-N,0.035,0.003,,,,8294.3554,0.0652,140920045.3,9.871,-74477.351,9.195,N,1962,1-Jan-12,N. NICA,10/18/2023
55,87,Cs,4.8825,0.0132,1.684,14,s,1.684,0.014,B-,100,,B-N,0.09,0.004,,,,8264.8777,0.0498,141924299.5,7.586,-70514.556,7.067,N,1962,1-Jun-10,T.D. Johnson and  D. Symochko(a) and  M. Fadil(b) and  and J.K. Tuli,10/18/2023
55,88,Cs,4.8965,0.0151,1.791,7,s,1.791,0.007,B-,100,,B-N,1.64,0.07,,,,8243.6707,0.053,142927347.3,8.13,-67675.519,7.573,N,1962,31-May-11,E. BROWNE and  J. K. TULI,10/18/2023
55,89,Cs,4.9055,0.0161,0.994,6,s,0.994,0.006,B-,100,,B-N,3.03,0.13,,,,8211.8894,0.1398,143932075.4,21.612,-63271.362,20.132,N,1967,30-Apr-10,BALRAJ SINGH,10/18/2023
55,90,Cs,4.9188,0.0191,0.587,5,s,0.587,0.005,B-,100,,B-N,14.7,0.9,,,,8188.7342,0.0625,144935528.9,9.733,-60054.424,9.067,N,1971,1-Oct-08,E. BROWNE and  J. K. TULI,10/18/2023
55,91,Cs,4.9281,0.0193,0.322,13,s,0.322,0.0013,B-,100,,B-N,14.2,0.5,,,,8155.4365,0.0198,145940621.9,3.106,-55310.38,2.893,N,1971,14-Jul-16,Yu. KHAZOV and  A. RODIONOV AND G. SHULYAK,10/18/2023
55,92,Cs,,,0.2295,10,s,0.2295,0.001,B-,100,,B-N,28.5,2,,,,8131.801,0.057,146944261.5,9,-51920.073,8.383,N,1978,9-Mar-22,N. Nica and B. Singh,10/18/2023
55,93,Cs,,,146,6,ms,0.146,0.006,B-,100,,B-N,25.1,2.5,,,,8097.5469,0.0881,147949639,14,-46910.95,13.041,N,1978,1-Oct-13,N. NICA,10/18/2023
55,94,Cs,,,107,6,ms,0.107,0.006,B-,100,,B-N,25,4,,,,8073,3,148953516,429,-43300,400,Y,1979,23-Aug-22,Balraj Singh and Jun Chen,10/18/2023
55,95,Cs,,,84,8,ms,0.084,0.008,B-,100,,B-N,20,10,,,,8039,3,149959023,429,-38170,400,Y,1979,1-Apr-13,S. K. Basu and  A. A. Sonzogni,10/18/2023
55,96,Cs,,,69,26,ms,0.069,0.026,B-,100,,B-N,,,,,,8013,3,150963199,537,-34280,500,Y,1979,20-Feb-17,F.G. KONDEV,10/18/2023
55,97,Cs,,,50,,ms,0.05,,B-,100,,B-N,,,B-2N,,,7980,3,151968728,537,-29130,500,Y,1987,31-Jan-18,BALRAJ SINGH,10/18/2023
56,58,Ba,,,0.43,15,s,0.43,0.225,EC+B+,99.1,0.3,ECP,20,10,A,0.9,0.3,8089.6865,0.9007,113950718.5,110.227,-45905.437,102.676,N,1995,1-Jan-12,Jean Blachot,10/18/2023
56,59,Ba,,,0.45,5,s,0.45,0.05,EC+B+,100,,B+P,15,,,,,8116,2,114947482,215,-48920,200,Y,1997,1-Sep-12,JEAN BLACHOT,10/18/2023
56,60,Ba,,,1.3,2,s,1.3,0.2,EC+B+,100,,B+P,3,1,,,,8162,2,115941621,215,-54380,200,Y,1997,1-Dec-09,Jean Blachot,10/18/2023
56,61,Ba,,,1.75,7,s,1.75,0.07,EC+B+,100,,B+P,0,,B+A,0,,8187.9546,2.1396,116938316.4,268.749,-57457.906,250.339,N,1977,1-Mar-09,JEAN BLACHOT,10/18/2023
56,62,Ba,,,5.5,2,s,5.5,0.2,EC+B+,100,,ECP,,,,,,8227,2,117933226,215,-62200,200,Y,1997,7-Jan-22,Balraj Singh,10/18/2023
56,63,Ba,,,5.4,3,s,5.4,0.3,EC+B+,100,,ECP,25,,,,,8245.9287,1.6829,118930659.7,214.997,-64590.096,200.269,N,1974,1-Dec-08,D. M. SYMOCHKO and  E. BROWNE and  J. K. TULI,10/18/2023
56,64,Ba,4.8092,0.0058,24,2,s,24,2,EC+B+,100,,,,,,,,8280.2949,2.5014,119926045,322.241,-68888.649,300.166,N,1974,1-Dec-01,K. KITAO and  Y. TENDOW AND A. HASHIZUME,10/18/2023
56,65,Ba,4.8176,0.0052,29.7,15,s,29.7,1.5,EC+B+,100,,,,,,,,8293.9083,1.1727,120924052.3,152.333,-70744.847,141.898,N,1975,20-Jan-09,S. OHYA,10/18/2023
56,66,Ba,4.8153,0.0054,1.95,15,m,117,9,EC+B+,100,,,,,,,,8323.7567,0.2291,121919904,30,-74608.952,27.945,N,1974,30-Sep-06,T. TAMURA,10/18/2023
56,67,Ba,4.8135,0.0055,2.4,4,m,144,24,EC+B+,100,,,,,,,,8330.2086,0.0985,122918781.1,13,-75654.963,12.109,N,1962,15-Apr-21,Jun Chen,10/18/2023
56,68,Ba,4.8185,0.0052,11,5,m,660,30,EC+B+,100,,,,,,,,8355.8209,0.1008,123915093.6,13.416,-79089.786,12.497,N,1967,1-Apr-08,J. KATAKURA and  Z.D. WU,10/18/2023
56,69,Ba,4.8177,0.0052,3.3,3,m,198,18,EC+B+,100,,,,,,,,8358.1784,0.0879,124914471.8,11.8,-79668.976,10.992,N,1968,1-Jan-10,J. KATAKURA,10/18/2023
56,70,Ba,4.8221,0.005,100,2,m,6000,120,EC+B+,100,,,,,,,,8379.7187,0.0992,125911250.2,13.416,-82669.913,12.497,N,1954,1-Oct-21,H. Iimura and  J.Katakura and  S. Ohya,10/18/2023
56,71,Ba,4.8204,0.0051,12.7,4,m,762,24,EC+B+,100,,,,,,,,8378.456,0.0894,126911091.3,12.192,-82817.955,11.357,N,1952,1-Oct-09,A. HASHIZUME,10/18/2023
56,72,Ba,4.8255,0.0048,2.43,5,d,209952,4320,EC,100,,,,,,,,8395.9878,0.0126,127908352.4,1.728,-85369.156,1.61,N,1950,28-Feb-15,ZOLTAN ELEKES AND JANOS TIMAR,10/18/2023
56,73,Ba,4.8248,0.0049,2.23,11,h,8028,396,EC+B+,100,,,,,,,,8391.0811,0.0814,128908683.4,11.276,-85060.866,10.504,N,1950,31-May-14,JANOS TIMAR AND ZOLTAN ELEKES and  BALRAJ SINGH,10/18/2023
56,74,Ba,4.8283,0.0047,STABLE,,,,,,,,,,,,,,8405.513,0.0022,129906326,0.308,-87256.776,0.287,N,1936,11-May-01,BALRAJ SINGH,10/18/2023
56,75,Ba,4.8276,0.0048,11.5,6,d,993600,5184,EC+B+,100,,,,,,,,8398.5511,0.0032,130906946.3,0.445,-86678.958,0.415,N,1947,17-Jul-06,YU. KHAZOV and  I. MITROPOLSKY and  A. RODIONOV,10/18/2023
56,76,Ba,4.8303,0.0047,3.00E+21,,Y,9.47E+28,,2B+,,,,,,,,,8409.3747,0.008,131905061.2,1.13,-88434.903,1.053,N,1936,10-Feb-05,YU. KHAZOV and  A.A. RODIONOV AND S. SAKHAROV and  BALRAJ SINGH,10/18/2023
56,77,Ba,4.8286,0.0047,10.551,11,Y,332957126,347126.1857,EC,100,,,,,,,,8400.2059,0.0075,132906007.4,1.065,-87553.512,0.992,N,1941,31-Oct-10,YU. KHAZOV AND A. RODIONOV and  F.G. KONDEV,10/18/2023
56,78,Ba,4.8322,0.0047,STABLE,,,,,,,,,,,,,,8408.1731,0.0019,133904508.2,0.269,-88950.002,0.251,N,1936,31-Jul-04,A.A. Sonzogni,10/18/2023
56,79,Ba,4.8294,0.0047,STABLE,,,,,,,,,,,,,,8397.5345,0.0018,134905688.4,0.263,-87850.655,0.245,N,1932,22-Jan-08,BALRAJ SINGH and  ALEXANDER A. RODIONOV and YURI L. KHAZOV,10/18/2023
56,80,Ba,4.8334,0.0046,STABLE,,,,,,,,,,,,,,8402.7566,0.0018,135904575.8,0.262,-88887.079,0.245,N,1932,1-Apr-18,E.A. MCCUTCHAN,10/18/2023
56,81,Ba,4.8314,0.0047,STABLE,,,,,,,,,,,,,,8391.8288,0.0018,136905827.2,0.266,-87721.401,0.248,N,1932,1-Oct-06,E. BROWNE and  J. K. TULI,10/18/2023
56,82,Ba,4.8378,0.0046,STABLE,,,,,,,,,,,,,,8393.4222,0.0018,137905247.1,0.267,-88261.806,0.249,N,1925,30-Sep-17,JUN CHEN,10/18/2023
56,83,Ba,4.8513,0.0049,82.93,9,m,4975.8,5.4,B-,100,,,,,,,,8367.0194,0.0018,138908841.2,0.271,-84913.918,0.253,N,1937,15-Oct-16,P.K. JOSHI and  B. SINGH and  S. SINGH and  A.K. JAIN,10/18/2023
56,84,Ba,4.8684,0.0059,12.751,4,d,1101686.4,345.6,B-,100,,,,,,,,8353.15,0.0564,139910608.2,8.48,-83267.905,7.9,N,1939,20-Nov-18,N. NICA,10/18/2023
56,85,Ba,4.8807,0.0069,18.27,7,m,1096.2,4.2,B-,100,,,,,,,,8326.0774,0.0377,140914403.7,5.709,-79732.492,5.318,N,1945,12-Oct-22,N. NICA,10/18/2023
56,86,Ba,4.8953,0.0083,10.6,2,m,636,12,B-,100,,,,,,,,8310.9718,0.0417,141916432.9,6.355,-77842.257,5.92,N,1959,1-Jun-10,T.D. Johnson and  D. Symochko(a) and  M. Fadil(b) and  and J.K. Tuli,10/18/2023
56,87,Ba,4.9087,0.0096,14.5,3,s,14.5,0.3,B-,100,,,,,,,,8281.9878,0.0472,142920625.1,7.253,-73937.205,6.756,N,1962,31-May-11,E. BROWNE and  J. K. TULI,10/18/2023
56,88,Ba,4.9236,0.0112,11.5,2,s,11.5,0.2,B-,100,,,,,,,,8265.4549,0.0496,143922954.8,7.661,-71767.13,7.136,N,1967,1-Dec-00,A.A. Sonzogni,10/18/2023
56,89,Ba,4.9345,0.0123,4.31,16,s,4.31,0.16,B-,100,,,,,,,,8234.7991,0.0585,144927518.4,9.1,-67516.183,8.477,N,1974,1-Oct-08,E. BROWNE and  J. K. TULI,10/18/2023
56,90,Ba,4.9479,0.0138,2.21,6,s,2.21,0.06,B-,100,,,,,,,,8215.5293,0.0121,145930363.2,1.9,-64866.269,1.77,N,1970,14-Jul-16,Yu. KHAZOV and  A. RODIONOV AND G. SHULYAK,10/18/2023
56,91,Ba,,,0.894,7,s,0.894,0.007,B-,100,,B-N,0.06,0.05,,,,8183.2405,0.1343,146935303.9,21.2,-60264.036,19.748,N,1978,9-Mar-22,N. Nica and B. Singh,10/18/2023
56,92,Ba,4.9731,0.0167,0.612,17,s,0.612,0.017,B-,100,,B-N,0.4,0.3,,,,8164.1118,0.0101,147938223,1.6,-57544.911,1.49,N,1979,1-Oct-13,N. NICA,10/18/2023
56,93,Ba,,,352,6,ms,0.352,0.006,B-,100,,B-N,2.2,1.7,,,,8131.8495,0.0169,148943284,2.7,-52830.62,2.515,N,1993,23-Aug-22,Balraj Singh and Jun Chen,10/18/2023
56,94,Ba,,,0.259,5,s,0.259,0.005,B-,100,,B-N,,,,,,8111.8405,0.0379,149946441.1,6.1,-49889.799,5.682,N,1994,1-Apr-13,S. K. Basu and  A. A. Sonzogni,10/18/2023
56,95,Ba,,,0.167,5,s,0.167,0.005,B-,100,,B-N,,,,,,8079,3,150951755,429,-44940,400,Y,1994,20-Feb-17,F.G. KONDEV,10/18/2023
56,96,Ba,,,0.139,8,s,0.139,0.008,B-,100,,B-N,,,,,,8057,3,151955330,429,-41610,400,Y,2010,20-Feb-17,F.G. KONDEV,10/18/2023
56,97,Ba,,,0.116,52,s,0.116,0.052,B-,100,,B-N,,,,,,8023,3,152960848,429,-36470,400,Y,2016,16-Aug-20,N. NICA,10/18/2023
56,98,Ba,,,53,48,ms,0.053,0.048,B-,100,,B-N,,,,,,8001,3,153964659,537,-32920,500,Y,2017,20-Feb-17,F.G. KONDEV,10/18/2023
57,60,La,,,23.5,26,ms,0.0235,0.0026,P,93.9,0.7,EC+B+,6.1,0.7,,,,8086,2,116950326,215,-46271,200,Y,2001,1-Mar-09,JEAN BLACHOT,10/18/2023
57,63,La,,,2.8,2,s,2.8,0.2,EC+B+,100,,ECP,0,,,,,8179,2,119938196,322,-57570,300,Y,1984,1-Dec-01,K. KITAO and  Y. TENDOW AND A. HASHIZUME,10/18/2023
57,64,La,,,5.3,2,s,5.3,0.2,EC+B+,100,,,,,,,,8217,2,120933236,322,-62190,300,Y,1988,20-Jan-09,S. OHYA,10/18/2023
57,65,La,,,8.6,5,s,8.6,0.5,EC+B+,100,,ECP,,,,,,8235,2,121930710,320,-64543,298,Y,1984,30-Sep-06,T. TAMURA,10/18/2023
57,66,La,,,16.3,3,s,16.3,0.3,EC+B+,100,,,,,,,,8267,2,122926300,210,-68651,196,Y,1978,15-Apr-21,Jun Chen,10/18/2023
57,67,La,,,21,4,s,21,4,EC+B+,100,,,,,,,,8278.2926,0.457,123924574.3,60.836,-70258.617,56.669,N,1978,1-Apr-08,J. KATAKURA and  Z.D. WU,10/18/2023
57,68,La,,,64.8,12,s,64.8,1.2,EC+B+,100,,,,,,,,8304.6438,0.208,124920815.9,27.909,-73759.492,25.997,N,1973,1-Jan-10,J. KATAKURA,10/18/2023
57,69,La,,,54,2,s,54,2,EC+B+,0,,,,,,,,8312.4268,0.7183,125919512.7,97.163,-74973.476,90.508,N,1961,1-Oct-21,H. Iimura and  J.Katakura and  S. Ohya,10/18/2023
57,70,La,,,5.1,1,m,306,6,EC+B+,100,,,,,,,,8333.5412,0.2047,126916375.1,27.912,-77896.116,26,N,1963,1-Oct-09,A. HASHIZUME,10/18/2023
57,71,La,,,5.18,14,m,310.8,8.4,EC,100,,,,,,,,8337.1904,0.4254,127915592.1,58.452,-78625.439,54.448,N,1961,28-Feb-15,ZOLTAN ELEKES AND JANOS TIMAR,10/18/2023
57,72,La,,,11.6,2,m,696,12,EC+B+,100,,,,,,,,8356.0449,0.1655,128912695.6,22.913,-81323.541,21.343,N,1963,31-May-14,JANOS TIMAR AND ZOLTAN ELEKES and  BALRAJ SINGH,10/18/2023
57,73,La,,,8.7,1,m,522,6,EC+B+,100,,,,,,,,8356.1919,0.1996,129912369.4,27.854,-81627.374,25.946,N,1961,11-May-01,BALRAJ SINGH,10/18/2023
57,74,La,,,59,2,m,3540,120,EC+B+,100,,,,,,,,8370.3676,0.2133,130910070,30,-83769.265,27.945,N,1951,17-Jul-06,YU. KHAZOV and  I. MITROPOLSKY and  A. RODIONOV,10/18/2023
57,75,La,,,4.8,2,h,17280,720,EC+B+,100,,,,,,,,8367.7559,0.2754,131910119,39.032,-83723.578,36.359,N,1951,10-Feb-05,YU. KHAZOV and  A.A. RODIONOV AND S. SAKHAROV and  BALRAJ SINGH,10/18/2023
57,76,La,,,3.912,8,h,14083.2,28.8,EC+B+,100,,,,,,,,8378.8415,0.2101,132908218,30,-85494.392,27.945,N,1950,31-Oct-10,YU. KHAZOV AND A. RODIONOV and  F.G. KONDEV,10/18/2023
57,77,La,,,6.45,16,m,387,9.6,EC+B+,100,,,,,,,,8374.4888,0.1487,133908514,21.395,-85218.659,19.93,N,1951,31-Jul-04,A.A. Sonzogni,10/18/2023
57,78,La,4.8488,0.006,19.5,2,h,70200,720,EC+B+,100,,,,,,,,8382.7972,0.0699,134906984.4,10.126,-86643.458,9.432,N,1948,22-Jan-08,BALRAJ SINGH and  ALEXANDER A. RODIONOV and YURI L. KHAZOV,10/18/2023
57,79,La,,,9.87,3,m,592.2,1.8,EC+B+,100,,,,,,,,8376.0512,0.391,135907635,57.081,-86037.488,53.171,N,1950,1-Apr-18,E.A. MCCUTCHAN,10/18/2023
57,80,La,4.8496,0.0053,6.00E+04,2,Y,1.89342E+12,6.31139E+11,EC,100,,,,,,,,8381.8807,0.012,136906450.4,1.76,-87140.865,1.64,N,1948,1-Oct-06,E. BROWNE and  J. K. TULI,10/18/2023
57,81,La,4.8473,0.0051,1.03E+11,1,Y,3.25E+18,3.16E+16,EC+B+,65.5,0.4,B-,34.5,0.4,,,,8375.0835,0.003,137907124,0.446,-86513.408,0.416,N,1947,30-Sep-17,JUN CHEN,10/18/2023
57,82,La,4.855,0.0049,STABLE,,,,,,,,,,,,,,8377.9987,0.0044,138906362.9,0.651,-87222.381,0.607,N,1924,15-Oct-16,P.K. JOSHI and  B. SINGH and  S. SINGH and  A.K. JAIN,10/18/2023
57,83,La,,,1.67858,21,d,145029.312,18.144,B-,100,,,,,,,,8355.0201,0.0043,139909487.3,0.651,-84312.059,0.607,N,1935,20-Nov-18,N. NICA,10/18/2023
57,84,La,,,3.92,3,h,14112,108,B-,100,,,,,,,,8343.205,0.0293,140910971.2,4.43,-82929.844,4.127,N,1951,12-Oct-22,N. NICA,10/18/2023
57,85,La,,,91.1,5,m,5466,30,B-,100,,,,,,,,8320.8263,0.0443,141914090.8,6.748,-80023.95,6.286,N,1953,1-Jun-10,T.D. Johnson and  D. Symochko(a) and  M. Fadil(b) and  and J.K. Tuli,10/18/2023
57,86,La,,,14.2,1,m,852,6,B-,100,,,,,,,,8306.1271,0.0513,142916079.5,7.868,-78171.467,7.329,N,1951,31-May-11,E. BROWNE and  J. K. TULI,10/18/2023
57,87,La,,,40.8,4,s,40.8,0.4,B-,100,,,,,,,,8281.4283,0.0898,143919645.6,13.888,-74849.66,12.937,N,1967,1-Dec-00,A.A. Sonzogni,10/18/2023
57,88,La,,,24.8,20,s,24.8,2,B-,100,,,,,,,,8266.0873,0.0846,144921808.1,13.17,-72835.325,12.269,N,1974,1-Oct-08,E. BROWNE and  J. K. TULI,10/18/2023
57,89,La,,,6.1,3,s,6.1,0.3,B-,100,,B-N,0.007,,,,,8239.9988,0.0115,145925688,1.797,-69221.174,1.675,N,1970,14-Jul-16,Yu. KHAZOV and  A. RODIONOV AND G. SHULYAK,10/18/2023
57,90,La,,,4.06,4,s,4.06,0.04,B-,100,,B-N,0.041,0.004,,,,8221.5536,0.0729,146928417.8,11.5,-66678.397,10.712,N,1979,9-Mar-22,N. Nica and B. Singh,10/18/2023
57,91,La,,,1.26,8,s,1.26,0.08,B-,100,,B-N,0.15,0.03,,,,8193.7165,0.1315,147932679.4,20.9,-62708.742,19.468,N,1969,1-Oct-13,N. NICA,10/18/2023
57,92,La,,,1.091,34,s,1.091,0.034,B-,100,,B-N,1.41,0.34,,,,8176.1915,1.344,148935351.3,214.99,-60219.921,200.262,N,1979,23-Aug-22,Balraj Singh and Jun Chen,10/18/2023
57,93,La,,,0.59,11,s,0.59,0.11,B-,100,,B-N,2.7,0.3,,,,8149.4339,0.0168,149939547.5,2.7,-56311.147,2.515,N,1993,1-Apr-13,S. K. Basu and  A. A. Sonzogni,10/18/2023
57,94,La,,,0.457,12,s,0.457,0.024,B-,100,,B-N,,,,,,8129.0436,2.8839,150942769,467.5,-53310.339,435.473,N,1994,20-Feb-17,F.G. KONDEV,10/18/2023
57,95,La,,,0.298,-17,s,0.298,0.0145,B-,100,,B-N,,,,,,8102,2,151947085,322,-49290,300,Y,1994,20-Feb-17,FILIP G. KONDEV,10/18/2023
57,96,La,,,0.245,18,s,0.245,0.018,B-,100,,B-N,,,,,,8081,2,152950553,322,-46060,300,Y,1994,16-Aug-20,N. NICA,10/18/2023
57,97,La,,,0.161,15,s,0.161,0.015,B-,100,,B-N,,,,,,8051,2,153955416,322,-41530,300,Y,2017,20-Feb-17,FILIP G. KONDEV,10/18/2023
57,98,La,,,101,28,ms,0.101,0.028,B-,100,,B-N,,,,,,8028,3,154959280,429,-37930,400,Y,2016,21-Oct-19,N. NICA,10/18/2023
57,99,La,,,84,78,ms,0.084,0.078,B-,100,,B-N,,,,,,7997,3,155964519,429,-33050,400,Y,2017,20-Feb-17,FILIP G. KONDEV,10/18/2023
57,100,La,,,,,,,,B-,100,,B-N,,,B-2N,,,7972,2,156968792,322,-29070,300,Y,2018,31-Jan-21,BALRAJ SINGH,10/18/2023
58,63,Ce,,,1.1,1,s,1.1,0.1,EC+B+,100,,ECP,1,,,,,8132,3,120943435,430,-52690,401,Y,1997,20-Jan-09,S. OHYA,10/18/2023
58,64,Ce,,,,,,,,EC+B+,,,ECP,,,,,,8174,3,121937870,430,-57874,401,Y,2005,30-Sep-06,T. TAMURA,10/18/2023
58,65,Ce,,,3.8,2,s,3.8,0.2,EC+B+,100,,ECP,0,,,,,8193,2,122935280,320,-60286,298,Y,1984,15-Apr-21,Jun Chen,10/18/2023
58,66,Ce,,,6,2,s,6,2,EC+B+,100,,,,,,,,8229,2,123930310,320,-64916,298,Y,1978,1-Apr-08,J. KATAKURA and  Z.D. WU,10/18/2023
58,67,Ce,,,9.7,3,s,9.7,0.3,EC+B+,100,,B+P,,,,,,8242,2,124928440,210,-66658,196,Y,1978,1-Jan-10,J. KATAKURA,10/18/2023
58,68,Ce,,,51,4,s,51,0.4,EC+B+,100,,,,,,,,8273.2581,0.2218,125923971,30,-70820.565,27.945,N,1978,1-Oct-21,H. Iimura and  J.Katakura and  S. Ohya,10/18/2023
58,69,Ce,,,34,2,s,34,2,EC+B+,100,,,,,,,,8280.7922,0.2274,126922727,31,-71979.344,28.876,N,1978,1-Oct-09,A. HASHIZUME,10/18/2023
58,70,Ce,,,3.93,2,m,235.8,1.2,EC+B+,100,,,,,,,,8306.9259,0.2183,127918911,30,-75533.925,27.945,N,1968,28-Feb-15,ZOLTAN ELEKES AND JANOS TIMAR,10/18/2023
58,71,Ce,,,3.5,3,m,210,18,EC+B+,100,,,,,,,,8310.9411,0.2166,128918102,30,-76287.504,27.945,N,1977,31-May-14,JANOS TIMAR AND ZOLTAN ELEKES and  BALRAJ SINGH,10/18/2023
58,72,Ce,,,22.9,5,m,1374,30,EC+B+,100,,,,,,,,8333.2164,0.215,129914736,30,-79422.913,27.945,N,1965,11-May-01,BALRAJ SINGH,10/18/2023
58,73,Ce,,,10.3,3,m,618,18,EC+B+,100,,B+,11,3,,,,8333.3969,0.2504,130914429.5,35.214,-79708.448,32.802,N,1966,17-Jul-06,YU. KHAZOV and  I. MITROPOLSKY and  A. RODIONOV,10/18/2023
58,74,Ce,,,3.51,11,h,12636,396,EC+B+,100,,,,,,,,8352.3223,0.1546,131911466.2,21.907,-82468.688,20.407,N,1960,10-Feb-05,YU. KHAZOV and  A.A. RODIONOV AND S. SAKHAROV and  BALRAJ SINGH,10/18/2023
58,75,Ce,,,97,4,m,5820,240,EC+B+,100,,,,,,,,8349.8301,0.123,132911520.4,17.557,-82418.223,16.354,N,1951,31-Oct-10,YU. KHAZOV AND A. RODIONOV and  F.G. KONDEV,10/18/2023
58,76,Ce,,,3.16,4,d,273024,3456,EC,100,,,,,,,,8365.7716,0.1521,133908928.1,21.886,-84832.898,20.387,N,1951,31-Jul-04,A.A. Sonzogni,10/18/2023
58,77,Ce,,,17.7,3,h,63720,1080,EC+B+,100,,,,,,,,8361.9861,0.076,134909160.7,11.021,-84616.308,10.266,N,1948,22-Jan-08,BALRAJ SINGH and  ALEXANDER A. RODIONOV and YURI L. KHAZOV,10/18/2023
58,78,Ce,4.8739,0.0018,STABLE,,,,,2EC,,,,,,,,,8373.7624,0.0024,135907129.3,0.348,-86508.55,0.324,N,1936,1-Apr-18,E.A. MCCUTCHAN,10/18/2023
58,79,Ce,,,9,3,h,32400,1080,EC+B+,100,,,,,,,,8367.2497,0.0026,136907762.4,0.386,-85918.765,0.36,N,1948,1-Oct-06,E. BROWNE and  J. K. TULI,10/18/2023
58,80,Ce,4.8737,0.0018,4.40E+16,,Y,1.39E+24,,2EC,100,,,,,,,,8377.0408,0.0036,137905994.2,0.536,-87565.867,0.499,N,1936,30-Sep-17,JUN CHEN,10/18/2023
58,81,Ce,,,137.63,3,d,11891232,2592,EC,100,,,,,,,,8370.4664,0.015,138906647,2.242,-86957.741,2.089,N,1948,15-Oct-16,P.K. JOSHI and  B. SINGH and  S. SINGH and  A.K. JAIN,10/18/2023
58,82,Ce,4.8771,0.0018,STABLE,,,,,,,,,,,,,,8376.3045,0.0094,139905448.4,1.409,-88074.227,1.313,N,1925,20-Nov-18,N. NICA,10/18/2023
58,83,Ce,,,32.504,13,d,2808345.6,1123.2,B-,100,,,,,,,,8355.3956,0.0093,140908286,1.411,-85431.058,1.315,N,1948,12-Oct-22,N. NICA,10/18/2023
58,84,Ce,4.9063,0.002,5.00E+16,,Y,1.58E+24,,,,,,,,,,,8347.07,0.0172,141909250.2,2.623,-84532.896,2.443,N,1925,1-Jun-10,T.D. Johnson and  D. Symochko(a) and  M. Fadil(b) and  and J.K. Tuli,10/18/2023
